Date,open_sum,close_sum,abs_diff
2020-02-21,8467.158999999998,8437.089999999998,-30.068999999999505
2020-02-24,8222.522,8093.421499999998,-129.1005000000032
2020-02-25,8129.595999999999,7935.431000000001,-194.16499999999724
2020-02-26,7836.375499999998,7915.427500000001,79.05200000000241
2020-02-27,7769.185999999998,7658.704499999997,-110.48150000000078
2020-02-28,7351.839999999998,7417.974,66.13400000000183
2020-03-02,7540.068500000002,7431.269,-108.7995000000019
2020-03-03,7556.144000000001,7567.2345000000005,11.090499999999338
2020-03-04,7600.062499999999,7610.3369999999995,10.274500000000444
2020-03-05,7677.9865,7492.874499999998,-185.1120000000019
2020-03-06,7356.1165,7271.661999999999,-84.45450000000073
2020-03-09,6828.019500000001,6791.818499999999,-36.20100000000184
2020-03-10,6873.937500000003,6693.9865,-179.95100000000275
2020-03-11,6750.709499999999,6591.426000000001,-159.28349999999773
2020-03-12,6235.983500000001,5856.822499999999,-379.1610000000019
2020-03-13,6036.387,5903.306999999999,-133.08000000000084
2020-03-16,5617.276,5570.041000000001,-47.23499999999876
2020-03-17,5752.4034999999985,5520.277999999998,-232.1255000000001
2020-03-18,5351.191500000002,5225.677499999999,-125.51400000000285
2020-03-19,5213.573499999999,5356.162000000001,142.58850000000257
2020-03-20,5615.6855,5594.254999999999,-21.430500000000393
2020-03-23,5387.250500000001,5496.916999999996,109.66649999999481
2020-03-24,5816.853500000002,5966.4125,149.55899999999838
2020-03-25,6155.255,6128.785500000001,-26.469499999999243
2020-03-26,6018.293000000002,6233.5375,215.24449999999797
2020-03-27,6148.744000000001,6033.715,-115.02900000000045
2020-03-30,6070.2695,6094.989000000003,24.71950000000288
2020-03-31,6201.1705,6171.3414999999995,-29.829000000000633
2020-04-01,6043.654000000001,5975.089999999999,-68.56400000000212
2020-04-02,6000.714999999999,5995.018999999999,-5.695999999999913
2020-04-03,5983.761000000002,5952.914499999996,-30.846500000006017
2020-04-06,6170.255999999997,6234.941499999997,64.6855000000005
2020-04-07,6373.130999999998,6312.494000000001,-60.63699999999699
2020-04-08,6289.7815,6350.463000000001,60.6815000000006
2020-04-09,6442.901500000001,6492.313999999999,49.412499999998545
2020-04-14,6612.904000000003,6594.048999999999,-18.85500000000411
2020-04-15,6596.506999999997,6361.711999999998,-234.79499999999916
2020-04-16,6446.280000000002,6382.918999999999,-63.361000000002605
2020-04-17,6546.070500000002,6557.8105,11.739999999997963
2020-04-20,6612.119000000001,6597.552000000001,-14.567000000000007
2020-04-21,6540.682499999999,6416.757000000002,-123.92549999999665
2020-04-22,6474.264999999998,6470.753500000002,-3.5114999999959764
2020-04-23,6483.041499999999,6528.774499999997,45.732999999997446
2020-04-24,6441.855000000002,6399.642999999996,-42.2120000000059
2020-04-27,6517.986999999998,6556.062499999999,38.07550000000083
2020-04-28,6555.281500000002,6573.503999999999,18.222499999997126
2020-04-29,6581.405499999998,6777.937499999997,196.53199999999924
2020-04-30,6822.2130000000025,6627.231000000001,-194.9820000000018
2020-05-04,6478.824500000002,6406.404499999996,-72.42000000000644
2020-05-05,6497.419999999999,6593.867999999997,96.44799999999759
2020-05-06,6623.395500000001,6589.726000000001,-33.66950000000088
2020-05-07,6590.464499999999,6680.597000000003,90.13250000000426
2020-05-08,6744.850000000003,6755.829999999997,10.979999999994106
2020-05-11,6804.721000000001,6729.807,-74.91400000000158
2020-05-12,6718.192000000002,6722.768000000003,4.576000000000931
2020-05-13,6662.578,6588.158000000001,-74.41999999999916
2020-05-14,6513.412499999998,6434.0065,-79.40599999999722
2020-05-15,6499.418500000001,6505.5355,6.11699999999928
2020-05-18,6607.523500000001,6793.7744999999995,186.25099999999838
